from,BB-biomass-st,BB-ch4-gt,BB-electricity,BB-electricity,BB-electricity,BB-electricity,BB-electricity-liion-battery,BB-electricity-shortage,BB-solar-pv,BB-wind-onshore,BE-BB-electricity-transmission
2019-01-08 12:00:00,0.0,0.0,0.0,2831967.1251883064,0.0,9208724.9,0.0,0.0,443476.0,11597216.0,0.0
2019-01-08 13:00:00,0.0,0.0,0.0,2778671.94106336,0.0,9175627.3,0.0,0.0,358591.2,11595708.0,0.0
2019-01-08 14:00:00,0.0,0.0,0.0,2735278.594450435,0.0,9076643.8,0.0,0.0,217606.4,11594316.0,0.0
2019-01-08 15:00:00,0.0,0.0,0.0,2707029.234564402,0.0,8950051.5,0.0,0.0,64388.72,11592692.0,0.0
2019-01-08 16:00:00,0.0,0.0,0.0,2731908.6413517897,0.0,8857767.4,0.0,0.0,0.0,11589676.0,0.0
2019-01-08 17:00:00,0.0,0.0,0.0,2875194.0543700326,0.0,8707521.9,0.0,0.0,0.0,11582716.0,0.0
2019-01-08 18:00:00,0.0,0.0,0.0,2894456.8726867805,0.0,8675963.1,0.0,0.0,0.0,11570420.0,0.0
2019-01-08 19:00:00,0.0,0.0,0.0,2821857.2659126967,0.0,8730234.7,0.0,0.0,0.0,11552092.0,0.0
2019-01-08 20:00:00,0.0,0.0,0.0,2671831.9466971625,0.0,8863672.1,0.0,0.0,0.0,11535504.0,0.0
2019-01-08 21:00:00,0.0,0.0,0.0,2578846.203920333,0.0,8947029.8,0.0,0.0,0.0,11525876.0,0.0
2019-01-08 22:00:00,0.0,0.0,0.0,2554965.301740463,0.0,8948986.7,0.0,0.0,0.0,11503952.0,0.0
2019-01-08 23:00:00,0.0,0.0,0.0,2436184.856274165,0.0,9034359.1,0.0,0.0,0.0,11470544.0,0.0
2019-01-09 00:00:00,0.0,0.0,0.0,2344696.8704391024,0.0,9095687.1,0.0,0.0,0.0,11440384.0,0.0
2019-01-09 01:00:00,0.0,0.0,0.0,2261488.152075487,0.0,9170079.8,0.0,0.0,0.0,11431568.0,0.0
2019-01-09 02:00:00,0.0,0.0,0.0,2203158.8404992586,0.0,9240821.2,0.0,0.0,0.0,11443980.0,0.0
2019-01-09 03:00:00,0.0,0.0,0.0,2156978.0018070457,0.0,9324354.0,0.0,0.0,0.0,11481332.0,0.0
2019-01-09 04:00:00,0.0,0.0,0.0,2138588.8750599883,0.0,9368727.1,0.0,0.0,0.0,11507316.0,0.0
2019-01-09 05:00:00,0.0,0.0,0.0,2120574.1875280454,0.0,9402749.8,0.0,0.0,0.0,11523324.0,0.0
2019-01-09 06:00:00,0.0,0.0,0.0,2097067.7245836162,0.0,9423124.3,0.0,0.0,0.0,11520192.0,0.0
2019-01-09 07:00:00,0.0,0.0,0.0,2187390.7883799644,0.0,9322129.2,0.0,0.0,0.0,11509520.0,0.0
2019-01-09 08:00:00,0.0,0.0,0.0,2313493.60106291,0.0,9158558.4,0.0,0.0,0.0,11472052.0,0.0
2019-01-09 09:00:00,0.0,0.0,0.0,2442675.1363144955,0.0,9541464.1,0.0,0.0,608599.2,11375540.0,0.0
2019-01-09 10:00:00,0.0,0.0,0.0,2530127.49932612,0.0,10326317.0,0.0,0.0,1581360.0,11275084.0,0.0
2019-01-09 11:00:00,0.0,0.0,0.0,2587666.3280584207,0.0,10476202.0,0.0,0.0,1889008.0,11174860.0,0.0
2019-01-09 12:00:00,0.0,0.0,0.0,2604516.0935313213,0.0,10140944.0,0.0,0.0,1652728.0,11092732.0,0.0
